ccaa,entregadas,administradas,admin_entregadas,hasta,fecha,pfizer,moderna,astrazeneca,vacuna_completa
"Murcia",76265,72359,94.9,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",73265,3000,"",20388
"Murcia",76265,75792,99.4,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",73265,3000,"",24312
"Murcia",82465,77602,94.1,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",73265,3000,6200,25944
"Murcia",100105,78988,78.9,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",87305,6600,6200,27799
"Murcia",100105,81470,81.4,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",87305,6600,6200,29721
"Murcia",100105,84111,84,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",87305,6600,6200,32249
"Murcia",100105,90378,90.3,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",87305,6600,6200,37453
"Murcia",100105,92527,92.4,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",87305,6600,6200,38970
"Murcia",123585,93705,75.8,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",103685,6600,13300,39879
"Murcia",123585,96682,78.2,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",103685,6600,13300,42022
"Murcia",123585,99781,80.7,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",103685,6600,13300,43159
"Murcia",123585,106418,86.1,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",103685,6600,13300,45646
"Murcia",123585,108290,87.6,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",103685,6600,13300,46777
"Navarra",6975,1583,22.7,"2021-01-04T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"Navarra",11850,2960,25,"2021-01-06T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"Navarra",11850,3703,31.2,"2021-01-07T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"Navarra",11850,5468,46.1,"2021-01-10T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"Navarra",11850,6557,55.3,"2021-01-11T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"Navarra",17700,7420,41.9,"2021-01-12T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"Navarra",18200,8314,46,"2021-01-13T00:00:00.000Z","2021-01-14T00:00:00.000Z",17700,500,"",""
"Navarra",18200,9305,51,"2021-01-14T00:00:00.000Z","2021-01-15T00:00:00.000Z",17700,500,"",""
"Navarra",18200,11834,65,"2021-01-17T00:00:00.000Z","2021-01-18T00:00:00.000Z",17700,500,"",0
"Navarra",18200,12991,71.4,"2021-01-18T00:00:00.000Z","2021-01-19T00:00:00.000Z",17700,500,"",299
"Navarra",21125,14559,68.9,"2021-01-19T00:00:00.000Z","2021-01-20T00:00:00.000Z",20625,500,"",503
"Navarra",21125,15754,74.6,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",20625,500,"",767
"Navarra",21125,16310,77.2,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",20625,500,"",807
"Navarra",21125,17053,80.7,"2021-01-22T00:00:00.000Z","2021-01-25T00:00:00.000Z",20625,500,"",809
"Navarra",21125,18703,88.5,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",20625,500,"",1757
"Navarra",28145,20057,71.3,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",27645,500,"",2541
"Navarra",28145,21007,74.6,"2021-01-27T00:00:00.000Z","2021-01-28T00:00:00.000Z",27645,500,"",2797
"Navarra",28145,22430,79.7,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",27645,500,"",3535
"Navarra",28145,25116,89.2,"2021-01-31T00:00:00.000Z","2021-02-01T00:00:00.000Z",27645,500,"",5281
"Navarra",28145,26779,95.1,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",27645,500,"",6320
"Navarra",34795,28199,81,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",33495,1300,"",7148
"Navarra",34795,29954,86.1,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",33495,1300,"",8008
"Navarra",34795,31446,90.4,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",33495,1300,"",9016
"Navarra",34795,34273,98.5,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",33495,1300,"",11439
"Navarra",37495,35585,94.9,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",33495,1300,2700,12509
"Navarra",44945,36677,81.6,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",39345,2900,2700,13286
"Navarra",44945,38016,84.6,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",39345,2900,2700,14003
"Navarra",44945,39196,87.2,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",39345,2900,2700,14536
"Navarra",44945,40295,89.7,"2021-02-12T00:00:00.000Z","2021-02-15T00:00:00.000Z",39345,2900,2700,15344
"Navarra",44945,41235,91.7,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",39345,2900,2700,16062
"Navarra",55065,42492,77.2,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",46365,2900,5800,16873
"Navarra",55065,43893,79.7,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",46365,2900,5800,17700
"Navarra",55065,45364,82.4,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",46365,2900,5800,18445
"Navarra",55065,47557,86.4,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",46365,2900,5800,19341
"Navarra",55065,51816,94.1,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",46365,2900,5800,20090
"País Vasco",31605,396,1.3,"2021-01-02T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"País Vasco",31605,7734,24.5,"2021-01-06T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"País Vasco",31605,9811,31,"2021-01-07T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"País Vasco",31605,13103,41.5,"2021-01-10T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"País Vasco",31605,15393,48.7,"2021-01-11T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"País Vasco",47205,17771,37.6,"2021-01-12T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"País Vasco",48605,20003,41,"2021-01-13T00:00:00.000Z","2021-01-14T00:00:00.000Z",47205,1400,"",""
"País Vasco",48605,22464,46,"2021-01-14T00:00:00.000Z","2021-01-15T00:00:00.000Z",47205,1400,"",""
"País Vasco",48605,25526,53,"2021-01-17T00:00:00.000Z","2021-01-18T00:00:00.000Z",47205,1400,"",0
"País Vasco",48605,28069,57.7,"2021-01-18T00:00:00.000Z","2021-01-19T00:00:00.000Z",47205,1400,"",390
"País Vasco",57380,33523,58.4,"2021-01-19T00:00:00.000Z","2021-01-20T00:00:00.000Z",55980,1400,"",390
"País Vasco",57380,36864,64.2,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",55980,1400,"",1333
"País Vasco",57380,41474,72.3,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",55980,1400,"",3044
"País Vasco",57380,46124,80.4,"2021-01-23T00:00:00.000Z","2021-01-25T00:00:00.000Z",55980,1400,"",3355
"País Vasco",57380,48927,85.3,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",55980,1400,"",5159
"País Vasco",76100,50850,66.8,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",74700,1400,"",6637
"País Vasco",76100,51436,67.6,"2021-01-27T00:00:00.000Z","2021-01-28T00:00:00.000Z",74700,1400,"",6906
"País Vasco",76100,53839,70.7,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",74700,1400,"",9052
"País Vasco",76100,57262,75.2,"2021-01-31T00:00:00.000Z","2021-02-01T00:00:00.000Z",74700,1400,"",12277
"País Vasco",76100,59582,78.3,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",74700,1400,"",14059
"País Vasco",94680,62679,66.2,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",91080,3600,"",16621
"País Vasco",94680,65194,68.9,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",91080,3600,"",18773
"País Vasco",94680,68359,72.2,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",91080,3600,"",21112
"País Vasco",94680,72979,77.1,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",91080,3600,"",24002
"País Vasco",103780,75634,72.9,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",91080,3600,9100,26299
"País Vasco",124460,75634,60.8,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",107460,7900,9100,26299
"País Vasco",124460,84459,67.9,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",107460,7900,9100,32897
"País Vasco",124460,89883,72.2,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",107460,7900,9100,36125
"País Vasco",124460,97787,78.6,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",107460,7900,9100,41483
"País Vasco",124460,98289,79,"2021-02-14T00:00:00.000Z","2021-02-16T00:00:00.000Z",107460,7900,9100,41758
"País Vasco",154850,101147,65.3,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",127350,7900,19600,43281
"País Vasco",154850,104091,67.2,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",127350,7900,19600,43642
"País Vasco",154850,107391,69.4,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",127350,7900,19600,43919
"País Vasco",154850,112681,72.8,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",127350,7900,19600,44558
"País Vasco",154850,114568,74,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",127350,7900,19600,44902
"Ceuta",1005,380,37.8,"2020-12-31T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"Ceuta",1005,576,57.3,"2021-01-05T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"Ceuta",1005,637,63.4,"2021-01-07T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"Ceuta",1005,698,69.5,"2021-01-08T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"Ceuta",1005,758,75.4,"2021-01-11T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"Ceuta",1005,820,81.6,"2021-01-12T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"Ceuta",1205,911,76,"2021-01-13T00:00:00.000Z","2021-01-14T00:00:00.000Z",1005,200,"",""
"Ceuta",1205,941,78,"2021-01-14T00:00:00.000Z","2021-01-15T00:00:00.000Z",1005,200,"",""
"Ceuta",1205,981,81,"2021-01-17T00:00:00.000Z","2021-01-18T00:00:00.000Z",1005,200,"",29
"Ceuta",1205,1080,89.6,"2021-01-18T00:00:00.000Z","2021-01-19T00:00:00.000Z",1005,200,"",29
"Ceuta",2180,1110,50.9,"2021-01-19T00:00:00.000Z","2021-01-20T00:00:00.000Z",1980,200,"",29
"Ceuta",2180,1545,70.9,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",1980,200,"",326
"Ceuta",2180,1641,75.3,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",1980,200,"",373
"Ceuta",2180,1692,77.6,"2021-01-21T00:00:00.000Z","2021-01-25T00:00:00.000Z",1980,200,"",373
"Ceuta",2180,1829,83.9,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",1980,200,"",503
"Ceuta",2180,1829,83.9,"2021-01-25T00:00:00.000Z","2021-01-27T00:00:00.000Z",1980,200,"",503
"Ceuta",2180,1757,80.6,"2021-01-26T00:00:00.000Z","2021-01-28T00:00:00.000Z",1980,200,"",569
"Ceuta",2180,1828,83.9,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",1980,200,"",628
"Ceuta",2180,1890,86.7,"2021-01-29T00:00:00.000Z","2021-02-01T00:00:00.000Z",1980,200,"",688
"Ceuta",2180,1950,89.4,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",1980,200,"",748
"Ceuta",2180,2008,92.1,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",1980,200,"",806
"Ceuta",2180,2104,96.5,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",1980,200,"",895
"Ceuta",2180,2156,98.9,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",1980,200,"",921
"Ceuta",2180,2218,101.7,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",1980,200,"",964
"Ceuta",2580,2218,86,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",1980,200,400,964
"Ceuta",5120,2277,44.5,"2021-02-08T00:00:00.000Z","2021-02-10T00:00:00.000Z",4320,400,400,963
"Ceuta",5120,2559,50,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",4320,400,400,963
"Ceuta",5120,2697,52.7,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",4320,400,400,963
"Ceuta",5120,3522,68.8,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",4320,400,400,964
"Ceuta",5120,3759,73.4,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",4320,400,400,969
"Ceuta",5520,4111,74.5,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",4320,400,800,969
"Ceuta",5520,4434,80.3,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",4320,400,800,1019
"Ceuta",5520,4695,85.1,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",4320,400,800,1086
"Ceuta",5520,5209,94.4,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",4320,400,800,1086
"Ceuta",5520,5526,100.1,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",4320,400,800,1087
"Melilla",1005,207,20.6,"2020-12-30T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"Melilla",1005,426,42.4,"2021-01-05T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"Melilla",1005,673,67,"2021-01-08T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"Melilla",1005,832,82.8,"2021-01-08T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"Melilla",1005,1005,100,"2021-01-11T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"Melilla",1005,1005,100,"2021-01-12T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"Melilla",1205,1098,91,"2021-01-14T00:00:00.000Z","2021-01-14T00:00:00.000Z",1005,200,"",""
"Melilla",1205,1230,102,"2021-01-14T00:00:00.000Z","2021-01-15T00:00:00.000Z",1005,200,"",""
"Melilla",1205,1289,107,"2021-01-15T00:00:00.000Z","2021-01-18T00:00:00.000Z",1005,200,"",0
"Melilla",1205,1297,107.6,"2021-01-18T00:00:00.000Z","2021-01-19T00:00:00.000Z",1005,200,"",29
"Melilla",2180,1326,60.8,"2021-01-18T00:00:00.000Z","2021-01-20T00:00:00.000Z",1980,200,"",29
"Melilla",2180,1500,68.8,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",1980,200,"",203
"Melilla",2180,1500,68.8,"2021-01-20T00:00:00.000Z","2021-01-22T00:00:00.000Z",1980,200,"",203
"Melilla",2180,1500,68.8,"2021-01-20T00:00:00.000Z","2021-01-25T00:00:00.000Z",1980,200,"",203
"Melilla",2180,1631,74.8,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",1980,200,"",332
"Melilla",2180,1713,78.6,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",1980,200,"",414
"Melilla",2180,1713,78.6,"2021-01-26T00:00:00.000Z","2021-01-28T00:00:00.000Z",1980,200,"",414
"Melilla",2180,1934,88.7,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",1980,200,"",631
"Melilla",2180,2113,96.9,"2021-01-29T00:00:00.000Z","2021-02-01T00:00:00.000Z",1980,200,"",806
"Melilla",2180,2348,107.7,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",1980,200,"",1040
"Melilla",2180,2372,108.8,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",1980,200,"",1062
"Melilla",2180,2383,109.3,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",1980,200,"",1067
"Melilla",2180,2392,109.7,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",1980,200,"",1073
"Melilla",2180,2398,110,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",1980,200,"",1071
"Melilla",2580,2399,93,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",1980,200,400,1080
"Melilla",3950,2399,60.7,"2021-02-08T00:00:00.000Z","2021-02-10T00:00:00.000Z",3150,400,400,1080
"Melilla",3950,2543,64.4,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",3150,400,400,1082
"Melilla",3950,2647,67,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",3150,400,400,1083
"Melilla",3950,2822,71.4,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",3150,400,400,1084
"Melilla",3950,3070,77.7,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",3150,400,400,1252
"Melilla",4350,3302,75.9,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",3150,400,800,1254
"Melilla",4350,3404,78.3,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",3150,400,800,1255
"Melilla",4350,3725,85.6,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",3150,400,800,1255
"Melilla",4350,4094,94.1,"2021-02-20T00:00:00.000Z","2021-02-22T00:00:00.000Z",3150,400,800,1262
"Melilla",4350,4095,94.1,"2021-02-20T00:00:00.000Z","2021-02-23T00:00:00.000Z",3150,400,800,1262
"Totales",718575,82834,11.5,,"2021-01-04T00:00:00.000Z","","","",""
"Totales",743925,207323,27.9,,"2021-01-07T00:00:00.000Z","","","",""
"Totales",743925,277976,37.4,,"2021-01-08T00:00:00.000Z","","","",""
"Totales",743925,406091,54.6,,"2021-01-11T00:00:00.000Z","","","",""
"Totales",743925,488041,65.6,,"2021-01-12T00:00:00.000Z","","","",""
"Totales",1103700,581638,52.7,,"2021-01-13T00:00:00.000Z","","","",""
"Totales",1139400,676186,59,,"2021-01-14T00:00:00.000Z",1103700,35700,"",""
"Totales",1139400,768950,67,,"2021-01-15T00:00:00.000Z",1103700,35700,"",""
"Totales",1143300,897942,79,,"2021-01-18T00:00:00.000Z",1107600,35700,"",2315
"Totales",1143300,966097,84.5,,"2021-01-19T00:00:00.000Z",1107600,35700,"",9341
"Totales",1346100,1025937,76.2,,"2021-01-20T00:00:00.000Z",1310400,35700,"",15642
"Totales",1346100,1103301,82,,"2021-01-21T00:00:00.000Z",1310400,35700,"",49056
"Totales",1346100,1165825,86.6,,"2021-01-22T00:00:00.000Z",1310400,35700,"",68456
"Totales",1346100,1237593,91.9,,"2021-01-25T00:00:00.000Z",1310400,35700,"",88698
"Totales",1346100,1291216,95.9,,"2021-01-26T00:00:00.000Z",1310400,35700,"",123697
"Totales",1769055,1356461,76.7,,"2021-01-27T00:00:00.000Z",1733355,35700,"",173066
"Totales",1769055,1395618,78.9,,"2021-01-28T00:00:00.000Z",1733355,35700,"",192759
"Totales",1769055,1474189,83.3,,"2021-01-29T00:00:00.000Z",1733355,35700,"",251866
"Totales",1769055,1609261,91,,"2021-02-01T00:00:00.000Z",1733355,35700,"",357892
"Totales",1769055,1673054,94.6,,"2021-02-02T00:00:00.000Z",1733355,35700,"",418519
"Totales",2218755,1764778,79.5,,"2021-02-03T00:00:00.000Z",2131155,87600,"",498978
"Totales",2218755,1865342,84.1,,"2021-02-04T00:00:00.000Z",2131155,87600,"",586122
"Totales",2218755,1988160,89.6,,"2021-02-05T00:00:00.000Z",2131155,87600,"",682909
"Totales",2218755,2105033,94.9,,"2021-02-08T00:00:00.000Z",2131155,87600,"",786407
"Totales",2412555,2167241,89.8,,"2021-02-09T00:00:00.000Z",2131155,87600,193800,838782
"Totales",2914755,2233249,76.6,,"2021-02-10T00:00:00.000Z",2528955,192000,193800,889683
"Totales",2914755,2320507,79.6,,"2021-02-11T00:00:00.000Z",2528955,192000,193800,943278
"Totales",2914755,2423045,83.1,,"2021-02-12T00:00:00.000Z",2528955,192000,193800,1000485
"Totales",2914755,2561608,87.9,,"2021-02-15T00:00:00.000Z",2528955,192000,193800,1070091
"Totales",2914755,2624512,90,,"2021-02-16T00:00:00.000Z",2528955,192000,193800,1096922
"Totales",3622165,2690457,74.3,,"2021-02-17T00:00:00.000Z",3012165,192000,418000,1119180
"Totales",3622165,2782751,76.8,,"2021-02-18T00:00:00.000Z",3012165,192000,418000,1144556
"Totales",3622165,2936011,81.1,,"2021-02-19T00:00:00.000Z",3012165,192000,418000,1171026
"Totales",3622165,3090351,85.3,,"2021-02-22T00:00:00.000Z",3012165,192000,418000,1197061
"Totales",3622165,3165191,87.4,,"2021-02-23T00:00:00.000Z",3012165,192000,418000,1208305